Locus	Assay	Chrom	Genetic Position	Contig	Yacs
	20.MHAa89f8.seq			WC10.4	150_H_3 151_B_6 160_D_8 334_H_8 410_G_10 420_H_6
	42.MMHAP28FLF6.seq				183_B_11 356_E_12 379_G_9 406_B_6 406_H_5
	MHAa87g12.seq			WC16.12	135_H_10 149_G_4 179_E_9 198_H_1 292_A_10 414_G_9 454_A_12 463_A_8
	30.MHAa96c6.seq			WC1.10	135_B_11 159_A_10 169_G_3 278_A_11 287_H_12 308_G_7 379_F_8 439_G_3 87_D_10
	27.MMHAP28FRA12.seq				120_C_7 170_F_12 240_E_6 240_G_1 385_B_8 436_B_3 450_B_12 455_A_1 464_B_4
	MHAa66f6.seq				133_E_3 134_A_4 168_A_4 285_H_4 418_H_5 449_D_7 450_D_6 450_D_7
	34.MHAa56g10.seq			WC12.16	113_C_2 463_A_6
	MHAa75e7.seq			WC5.34	137_C_8 169_B_9 181_G_12 183_C_3 283_D_8 293_B_5 309_G_1 322_E_3 330_B_10 384_B_4 384_F_11 395_D_2 420_H_2 457_H_3 463_C_6
	12.MHAa10e12.seq				123_B_3
	MHAa87e8.seq				165_A_10 166_G_8 170_H_1 185_G_3 187_D_10 322_B_6 346_G_5 388_C_9
	MHAa52d10.seq			WC17.6	170_A_10 311_B_1 316_C_5 349_B_9 433_F_5
	MHAa15h7.seq				418_H_11
	MHAa84h3.seq			WC11.14	139_D_10 185_B_7 326_C_5 326_H_5 329_B_10
	31.MMHAP28FLC4.seq			WC14.5	119_B_9 127_H_12 147_C_7 163_D_9 180_G_10 377_A_11 389_E_5 391_A_1 398_C_12 403_E_6
	12.MHAa75a12.seq				454_F_12 461_C_3
	MHAa28c7.seq				166_C_2 396_H_2
	MPC1414			WC17.5	136_E_10 308_E_2 392_B_6
	06.mHAa7h6.seq			WC2.40	138_B_7 138_C_7 147_C_5 240_E_3 285_F_1 323_B_11 323_C_11 332_C_10 448_G_11
	08.mHAa9f8.seq			WC16.24	165_G_4 282_D_10 341_F_9 341_G_10
	42.MHAa64h6.seq				110_H_8 144_E_3 171_B_6 283_D_10 283_D_11 359_F_11 419_C_1
	48.MHAa96d12.seq			WC5.9	121_H_6 181_F_1 305_C_5
	MHAa81e11.seq			WC3.30	119_F_7 133_G_1 160_H_11 215_E_11 384_B_9 417_E_11 437_E_10
	MHAa81g1.seq				203_A_11 403_B_4 406_A_7 410_G_11
	A1086			WC5.43	392_A_1
	19.MMHAP28FRG7.seq			WC11.2	181_E_3 385_F_1 463_H_1
	MHAa29a8.seq			WC16.34	118_F_1 290_E_6 434_D_1 445_E_7
	MHAa75e12.seq				129_C_9
	10.MHAa89e10.seq			WC3.23	163_A_8 292_F_3 385_G_1 432_H_5 459_A_7
	MHAa87f1.seq			WC5.7	113_B_5 266_H_6 302_H_9 320_E_9
	MHAa38d3.seq			WC10.24	212_A_8 279_C_6 405_F_1 439_E_11
	MHAa43h11.seq			WCX.35	213_G_7 240_E_4 256_F_4 324_H_11 356_D_3 380_D_10 386_F_3 406_E_5 410_H_9
	45.MHAa56h9.seq				123_C_3 362_G_5 376_F_12 417_E_6
	MPC1049			WC10.10	128_B_8 177_A_4 351_E_11 351_E_9 396_E_7 398_A_3 402_G_7 442_H_6 443_H_5 443_H_6 457_H_11 459_G_5
	MHAa82a7.seq			WC17.20	116_A_4 119_F_11 127_A_10 151_G_7 291_A_8 316_H_7 465_H_7
	05.MMHAP28FLB2.seq			WC9.1	140_H_10 282_A_11 419_C_4 419_D_4
	39.MHAa55h3.seq				308_A_11 311_A_12
	25.mHAa3f1.seq			WC17.2	114_F_7 148_G_4 184_B_6 185_F_1 417_E_12
	10.MHAa64e10.seq			WCX.37	158_G_12 184_E_12 200_A_11 214_B_5 214_C_3 255_G_9 256_G_9 328_C_4 358_G_12 415_D_10 439_G_11 458_D_3
	45.MHAa52h9.seq			WC16.6	115_G_9 125_H_4 131_C_11 131_F_5 240_E_10 240_E_7 346_G_11 387_F_10 416_H_5 443_F_10
	MHAa8f10.seq			WC8.20	133_A_3 153_D_6 188_C_10 309_H_3 432_H_2
	MHAa70h3.seq			WC3.7	164_C_1 171_D_10 326_D_7 342_D_9 351_B_5 387_G_8 391_H_12 436_C_5 459_D_8
	29.MHAa77c5.seq			WC4.9	125_A_12 149_E_2 213_E_2 380_F_1 380_F_2 412_H_6 430_H_6
	MHAa88e6.seq			WC1.70	156_D_1 163_B_12 172_F_1 188_F_5 223_H_2 302_H_12
	MHAa87g5.seq				127_G_9 133_C_4 324_B_1
	10.MHAa65T_M13Rev.seq			WC3.38	149_C_3 160_G_4 282_B_1 330_H_10 397_F_5 446_D_12
	MHAa15g7.seq			WC14.12	113_E_11 118_F_9 311_A_2 321_B_10 321_C_1 351_F_12 392_E_2
	MHAa38c4.seq			WC4.13	113_C_7 121_E_8 162_F_8 167_F_12 173_F_12 349_E_1 436_A_12
	MHAa59h6.seq			WC2.45	123_H_6 140_A_11 187_E_3 281_E_4 312_E_6 312_G_4 343_G_12 410_E_12 450_B_11
	MHAa52c11.seq			WC14.35	132_H_5 159_A_4 188_A_12 256_G_5 295_G_1 312_A_2 358_F_10 358_H_3 359_A_7 359_H_12 389_A_2 389_B_2 435_F_6 449_H_12
	45.MMHAP28FLG6.seq			WC9.14	118_F_11 179_A_2 203_F_12 277_F_4 293_B_3 298_E_3 316_G_9 356_C_9 356_D_8 387_D_7 403_F_8 434_F_9 458_E_2
	MHAa70g4.seq				149_A_2 179_H_5 218_B_2
	27.mHAa3f3.seq			WCX.15	183_C_10 184_A_4 359_B_3 456_E_10 460_D_11
	48.MMHAP28FLH6.seq			WC2.28	292_D_3 376_C_3 381_G_11 405_F_2 431_A_9 444_A_7 444_C_8 444_F_2
	22.MHAa91f10.seq				150_A_5 168_A_3
	MHAa83c6.seq			WC11.33	148_E_4
	MHAa67a6.seq			WC7.16	131_B_1 333_G_7 382_B_5 396_G_3 417_G_4 458_G_6
	MHAa28g4.seq			WC19.3	203_C_1 273_E_12
	MHAa70h6.seq			WC5.15	171_E_10 181_H_6 348_B_9 390_D_5 397_B_4 459_G_7 464_B_7
	MTH1019			WC1.7	156_H_1 167_E_12 307_E_1 391_G_9 393_C_12 441_C_12
	17.MMHAP28FLF2.seq				214_D_8 382_G_5 458_A_7
	45.MHAa64h9.seq			WCX.39	121_G_2 122_D_8 126_G_9 148_E_6 223_H_5 240_F_6 297_E_11 308_D_8 333_D_11 454_F_7 457_D_2
	MHAa97b11.seq			WC2.45	121_D_7 124_C_3 297_D_4 376_F_3 379_D_3
	mHAa57c3.seq			WC16.7	127_G_4 147_F_2 153_D_8 187_A_10 389_B_10 409_A_4 410_F_3 447_B_3
	MHAa53d7.seq			WC18.29	166_C_1 313_A_10 396_E_12 396_G_7 456_G_5
	B232			WC18.18	117_B_1 256_H_2 326_F_7
	24.MHAa89f12.seq			WC1.0	134_F_1 139_F_2 161_H_2 184_B_11 381_C_7
	31.MHAa43e7.seq				114_C_9 115_G_11 117_F_9 123_C_6 135_H_12 160_G_9 171_A_4 178_F_6 181_G_10 187_A_7 199_B_8 223_D_2 281_E_11 308_E_1 310_A_4 321_E_10 325_G_2 335_D_12 344_A_11 348_D_1 389_D_2 393_G_2 411_F_8 421_G_3 433_B_5 445_F_4 455_E_12 88_A_10
	MHAa36c1.seq				160_A_3 170_B_6 416_B_3
	mHAa21f12.seq				395_E_7 398_A_8 415_D_5 450_D_5 450_E_4
	MHAa8h12.seq			WC12.7	117_G_5 135_G_2 198_H_3 223_C_9 308_B_7 358_D_1 388_C_1
	29.MHAa90g5.seq				133_A_2 198_H_6 357_E_1
	MHAa87g.seq			WC6.10	113_A_8 141_D_3 390_F_11 418_G_1
	38.MHAa91h2.seq			WC15.26	126_D_7 158_C_7 459_A_5
	45.MHAa77d9.seq			WC2.44	345_H_2 390_B_5 395_E_4 440_A_4 455_E_9
	34.MHAa92c10.seq			WC19.22	136_D_5 181_A_11 198_C_9 283_A_10 301_B_8 423_G_6 433_D_4
	MHAa83b10.seq				150_H_5 164_B_5 187_A_5 213_E_7 273_G_8 281_H_7 361_C_12 463_C_2
	MTH651			WC12.21	122_A_1 138_A_1 160_A_1 160_E_1 285_A_1 321_A_1 344_C_11 381_A_1 405_A_1 446_A_1
	21.MHAa52f9.seq			WC4.19	153_C_11 165_G_6 168_A_12 286_F_3 287_E_3
	MHAa67a4.seq			WC19.20	122_D_1 160_D_6 320_B_5 433_G_11
	MHAa34h10.seq			WC7.38	119_A_1 134_E_5 153_H_6 390_C_5 433_F_1 442_E_7 462_F_11
	MHAa97h8.seq				114_A_2 119_F_8 349_H_11 409_E_10
	40.MHAa92d4.seq			WC9.20	119_C_12 136_E_4 286_H_10 305_B_8 422_A_9 423_A_4 429_A_9 454_E_9 87_D_12
	09.MMHAP28FRC9.seq				138_G_7 382_E_4 448_D_4
	26.MMHAP28FLA5.seq			WC15.3	132_G_8 172_G_6 173_G_10 188_C_12 348_B_12 376_G_2 449_B_1 462_E_8
	36.mHAa3c12.seq			WC13.42	140_H_2 346_C_7 361_B_7 382_G_3 395_H_8
	MHAa84b11.seq			WC14.30	118_G_8 164_A_1 352_F_12 360_G_7 381_C_4 418_A_7
	30.MMHAP28FRB12.seq			WC6.39	304_G_10 309_E_7 356_H_4 379_G_8 382_H_1 459_H_6
	42.MHAa42h6.seq				188_A_11 321_F_10 335_C_10 343_C_9 343_D_8 419_B_11
	MHAa38e10.seq			WC16.21	137_E_6 147_F_12 149_H_3 285_A_11 290_E_9
	45.E1_9_6_95.seq				116_B_4 119_H_11 120_E_6 163_H_1 185_G_5 240_D_2 281_D_3 302_H_4 375_D_1 377_G_2 410_B_6 457_F_6
	mHAa57c10.seq			WC18.29	293_E_5 389_B_1 452_G_12
	26.MHAa59c2.seq			WC9.14	199_A_3 433_G_6
	16.MMHAP28FRF7.seq				166_B_7 213_G_12 406_C_4
	MHAa97h10.seq				382_C_8
	B208			WC19.17	119_H_8 148_B_2 285_B_10 391_B_1 417_B_12 458_D_6
	03.MHAa75a3.seq			WC7.36	121_A_8 171_E_11 183_F_4 279_G_2 289_E_7 307_B_6
	MTH2900				431_C_12 438_G_2 443_A_7
	40.MHAa91h4.seq				127_C_3 129_F_4 137_G_6 156_H_4 172_H_3 179_E_10 306_G_11 331_D_4 393_D_7
	05.MHAa56e5.seq			WC12.31	122_C_2 283_A_11 441_E_8
	02.MHAa64e2.seq			WC3.13	123_C_4 153_C_4 181_A_1 185_E_7 212_A_3 289_A_3 322_B_5 350_H_9 411_A_10 421_H_6 427_C_3
	MHAa38d11.seq			WC1.34	120_D_10 131_G_4 310_A_10 396_F_4
	MHAa54f11.seq				140_B_11 141_H_9 180_E_4 321_G_4 352_C_4 420_A_11
	10.MHAa98e10.seq			WC5.40	164_G_11 299_C_6 392_B_5 454_D_8
	MHAa28f10.seq			WC1.29	180_B_10 378_A_1 380_G_7
	03.MHAa89e3.seq			WC6.38	217_G_1 217_G_2 326_F_9 351_E_3 351_F_5 436_F_4 450_D_7 461_A_4
	17.MHAa58b5.seq			WC16.35	117_D_2 144_B_9 198_G_8 406_D_1 432_E_12
	MHAa70h11.seq			WC7.30	311_A_7 382_F_2 396_F_1 418_A_1 426_F_6
	MT445			WC6.9	118_F_7 127_G_4 139_A_10 224_E_9 282_D_4 282_F_4 361_F_4 382_E_9
	MHAa7b6.seq			WC6.0	173_A_12 309_G_1 322_D_5
	10.mHAa9f10.seq			WC18.18	119_B_9 150_E_5 306_A_11 350_A_3 386_G_6 396_E_4 398_C_12 403_E_6 450_A_2 454_A_6
	24.MHAa81T_M13Rev.seq			WC2.13	121_G_1 123_B_3
	MHAa20d4.seq				119_B_2 187_B_8 217_D_3
	MHAa21b5.seq				119_B_3 150_F_8 156_A_8 168_A_3 317_A_9 391_E_10 449_C_2 449_E_4 454_A_2
	24.MHAa55f12.seq			WC9.22	151_F_4 169_D_6 223_D_5 350_H_10 445_E_5 445_F_12
	MHAa59h1.seq			WC1.2	188_C_3
	43.MHAa92d7.seq				126_B_12 147_B_4 184_H_4 393_B_7 395_H_3 424_H_8 452_H_9 459_C_8
	46.MHAa56h10.seq			WC4.55	179_C_5 293_C_12 305_A_8 341_F_6 379_G_4 385_B_6 416_A_1 458_D_5
	MHAa88g6.seq			WC3.40	113_A_3 292_A_9 350_A_8 362_F_7 418_H_9 459_C_1
	11.MMHAP28FRD8.seq			WC1.15	144_A_9 274_C_3 274_C_4 408_G_1 448_D_3
	MHAa35a10.seq				133_G_5 317_H_10 395_D_1 446_A_7 454_F_5 463_D_9
	33.MHAa92c9.seq				110_F_10 149_B_1 217_A_10 297_D_7 418_A_1
	MTH2903			WC7.24	136_H_6 158_H_3 172_D_10 180_D_2 293_A_2 313_C_3
	07.MHAa59a7.seq			WC19.14	171_C_6 256_E_1 274_A_7 274_B_8 277_E_5 281_D_7 288_B_11 310_H_7 311_A_9 317_D_2 320_E_2 352_A_11 358_E_1 358_H_2 389_E_1 458_F_4 462_H_1
	MHAa67c8.seq			WC15.9	158_C_8 158_C_9 160_G_10 291_A_4 392_C_4 393_H_5 402_C_12
	MHAa81g9.seq			WC2.45	113_E_11 121_F_8 171_G_5 277_F_4 360_G_11 389_H_1 398_H_4
	44.MMHAP28FLG5.seq			WC4.53	158_F_7 285_D_4 419_H_2 442_F_3
	26.MHAa63c2.seq			WC2.2	215_B_5 311_F_1 324_A_11 388_B_2 434_D_5
	MHAa7d9.seq			WC2.7	133_E_1 134_F_3 283_C_9 403_B_3 417_F_7 454_F_2 459_B_6 462_C_12
	14.mHAa3e2.seq				115_B_6 342_B_4
	MHAa52d8.seq			WC16.33	160_F_4 217_B_1 282_B_10 385_D_2 419_D_5
	MHAa70f5.seq			WC2.36	178_G_3 322_H_12 387_H_6 409_E_1
	45.MHAa55h9.seq			WC13.34	141_E_3 162_A_2 162_E_11 213_A_10 273_C_5 379_A_5 384_F_10 389_E_10 462_H_2
	MHAa85d9.seq				184_D_6 320_H_9 322_C_10 403_A_5
	MHAa29c4.seq				376_G_6 402_H_1
	mHAa57a4.seq			WC2.7	156_A_12 173_E_2 384_F_8 397_B_12 405_H_11 454_A_9 454_F_2 459_B_6
	MHAa74a1.seq			WC13.21	125_B_10 183_F_11 281_F_5 308_G_9 341_E_10 390_C_4 425_E_10 441_B_9 449_A_1
	MHAa82c4.seq			WC5.47	187_E_4 293_B_1 308_D_3 349_F_2 441_D_5 452_E_4
	MHAa81e3.seq			WC2.51	149_D_10 384_D_5
	MHAa21c8.seq			WC2.39	171_G_9 183_G_4 198_C_7 297_E_7 300_G_9 411_C_6 463_F_5 463_G_4
	MHAa52b4.seq			WC6.2	178_C_12 311_H_6 322_B_10 322_B_8 405_C_10 439_F_2 442_H_3 456_H_9
	26.mHAa3c2.seq				134_E_9 160_B_12 166_H_11 281_G_6 309_B_4 403_H_12 464_C_12
	MTH864			WC9.22	119_G_9 286_A_8 391_G_6 396_H_8 406_H_5 420_C_6 420_F_5
	28.MHAa96c4.seq				118_D_9 273_B_3 330_A_8 393_F_4 417_A_1
	04.MHAa98e4.seq			WC3.45	156_E_6 177_A_9 211_G_5 218_D_9
	39.MHAa64h3.seq				139_F_9 172_C_3 278_H_7 333_F_6 333_H_9
	33.MHAa64g9.seq				240_E_3
	mHAa57a1.seq			WC11.49	213_D_3 396_B_8
	MHAa31d5.seq			WC17.22	127_F_6 375_D_12 406_H_7 409_E_12
	mHAa21f4.seq			WC12.12	125_A_12 298_D_1 307_D_2 392_G_3 440_B_9 459_B_8 87_D_2
	42.MHAa90d6.seq			WC6.19	184_G_5 299_H_11 311_H_7 384_H_9 410_E_5
	41.MHAa92h5.seq				255_G_2 313_H_2
	17.MHAa92f5.seq				110_G_11 462_B_3
	34.MMHAP28FRD10.seq				121_C_3 137_C_12 149_C_12 152_G_4 159_F_9 334_F_5 344_H_2 382_B_2 384_F_4 406_H_7 409_H_4 441_G_10 458_D_3 464_F_6
	26.MHAa93g2.seq			WC2.27	128_G_5 133_E_3 180_A_4 297_D_7 346_C_12 414_G_4 436_E_5
	MHAa28h9.seq			WC8.15	177_A_11 217_B_7 223_F_1 291_A_7 291_C_8 325_B_9 341_H_6 375_D_7 385_F_9 391_F_10 411_B_7 432_E_3 457_H_12
	38.MHAa98h2.seq				144_B_5 286_B_9 286_H_1 306_G_1 420_D_8 436_E_2 448_A_8
	27.MHAa98g3.seq			WC9.2	120_E_4 351_F_6 460_G_8
	MHAa97a1.seq			WC3.36	136_F_2 282_C_12 285_B_5 325_C_7 332_B_5 350_D_1 388_G_7 408_H_12 419_G_1 461_B_4 465_D_12
	25.MHAa75c1.seq			WC13.14	167_H_10 342_D_8 381_E_6 455_G_6
	39.MHAa77d3.seq			WC2.63	279_C_5 359_G_6 379_D_12 403_A_2
	MHAa64a4.seq			WC2.47	124_F_2 217_A_4 217_C_11 348_A_7 406_F_6 425_D_12 452_H_4 87_H_2
	33.MHAa10g9.seq			WC4.18	304_A_2 332_A_11 332_C_11 332_D_5 387_G_9 398_E_7
	MHAa33c1.seq			WC6.36	134_A_5 137_G_7 147_F_8 169_C_9 171_H_10 281_H_2 285_C_2 328_C_3 334_F_9 386_A_9 409_H_2 417_A_6 442_A_12 446_H_10 454_C_7 465_G_11
	29.MHAa27B.seq			WCX.21	356_A_12 376_B_3 377_G_3 430_A_5 439_D_4 444_F_1
	MHAa67b5.seq			WC3.40	412_H_10 416_E_8 418_E_5 455_D_8
	MTH2950			WC1.10	171_D_6 388_F_6 452_E_4
	MHAa83d5.seq			WC15.25	151_D_4 163_H_5 312_C_5 359_F_9 439_D_12
	32.MHAa42g8.seq				292_D_12
	MHAa38e5.seq			WCX.19	133_A_12 170_C_1 187_F_12 344_B_7 411_E_1 447_B_8
	MHAa28h3.seq				170_C_7
	06.MHAa56e6.seq				273_D_8 388_F_10 408_H_11
	MHAa64d7.seq			WC7.2	117_E_8 129_D_3 134_A_2 139_H_11 148_E_8 169_A_8 171_B_4 178_F_9 198_F_2 239_A_11 291_B_7 300_C_3 309_E_9 316_B_8 344_F_12 348_D_5 375_A_7 381_E_1 397_A_4 440_B_7 441_C_3 442_E_4 451_B_7 456_B_11
	13.MHAa98f1.seq				127_G_5 87_G_3
	01.MMHAP28FLA1.seq			WC15.23	173_D_11 177_G_6 377_E_3 380_F_9 380_G_7 419_A_3
	34.MHAa55g10.seq				153_B_4 161_G_1 223_C_5 310_B_7 349_C_8 392_C_1
	MHAa84f7.seq				132_C_11 148_D_1 150_E_12 278_E_8 329_B_12 344_G_8 439_G_2 452_F_9
	MHAa87h2.seq			WC5.14	126_B_12 156_G_2 341_F_6 358_C_5 378_H_6 382_H_9
	MHAa97e4.seq			WCX.20	126_F_2 171_F_10 178_E_2 358_D_1 385_D_11
	21.MHAa55f9.seq			WC3.40	139_B_2
	17.MHAa64f5.seq				110_E_3 425_G_5 427_F_5
	mHAa24d10.seq			WCX.5	311_G_6 311_G_9 332_C_8 379_F_2 388_D_10 392_H_5 405_G_10 88_H_9
	MHAa35a11.seq			WC4.25	151_G_5 153_F_2 167_F_1 287_F_12 311_E_4 451_B_10
	MHAa33d10.seq			WC15.23	115_B_11 117_D_3 159_G_11 286_E_8 306_H_7 391_E_5 435_B_4 463_G_11
	MHAa34f3.seq				136_H_12 165_D_2 212_D_3 317_A_5 384_B_10 385_H_7 393_H_12 405_F_11 405_F_9 411_H_4 425_C_10 451_H_9
	38.MHAa75d2.seq			WC16.16	137_F_10 151_B_10 285_A_6 312_A_7 357_A_10 392_F_7 408_G_3 423_F_11 428_F_11
	16.MHAa63f4.seq				163_D_2 375_A_2
	MHAa47h9.seq				312_F_12 378_F_5 411_A_11 463_E_6
	40.MHAa61B.seq			WC12.4	147_C_6 147_H_5 218_A_3 286_A_6 352_A_12 393_E_8 418_G_6 437_A_10
	MHAa59g11.seq				125_B_4 397_H_8
	36.MHAa96c12.seq				123_G_1 136_G_3 437_A_1
	32.MHAa63c8.seq				180_A_10 351_D_5 378_C_6 420_C_6 433_E_5
	MHAa81g11.seq				187_A_11 433_H_3 451_A_7 451_D_6
	MHAa67b12.seq			WC2.30	135_E_4 179_C_9 223_D_2 240_B_9 349_B_7 406_H_3 424_F_10 424_H_10 427_D_11 427_F_11 449_H_2 449_H_6
	21.MHAa98f9.seq			WC15.20	124_G_2 136_C_10 166_E_10 170_C_11 308_G_5 328_E_10 437_H_4
	MHAa42c8.seq			WCX.37	163_H_4 306_D_10 418_H_1 460_E_7
	B165			WC16.35	139_H_9 144_D_8 148_D_12 183_G_11 286_C_10 307_A_5 317_H_5 408_H_9
	B246				170_C_10 416_E_3 460_C_6 464_G_4
	20.MMHAP28FLG2.seq			WC10.30	281_A_3 305_C_3 444_B_1
	02.MHAa92e2.seq			WC12.0	164_G_2 266_E_2 281_B_12 341_E_2 391_B_6 454_E_2 459_F_11
	MHAa29c11.seq			WC4.1	150_H_1 274_H_6 382_A_2 402_G_4 420_E_2
	MHAa87g8.seq			WCX.35	119_A_3 120_G_9 141_H_7 184_F_12 213_G_7 240_E_4 256_F_4 281_D_8 328_F_9 386_F_3 393_B_9 393_D_12 432_B_9
	MHAa20d6.seq			WC19.14	120_G_10 200_A_11 316_C_3 316_D_3
	11.mHAa7h11.seq			WC6.6	330_F_1 378_C_5
	MHAa7b12.seq			WC3.30	135_F_1 382_E_1 417_E_11 440_F_7
	MHAa87h6.seq			WC13.3	133_C_4 171_H_5 179_G_11 199_B_2
	32.MHAa79T.seq				137_C_1 178_G_11
	MTH2553				309_E_5 386_H_10 390_D_12
	13.MHAa58b1.seq				224_H_6 240_F_6 322_A_5
	B249			WC7.9	128_F_3 133_C_2 184_F_7 281_H_6 382_A_1 395_F_11 421_B_8 423_F_6 428_F_6 434_H_11 436_F_1 436_H_10 456_B_3
	30.MHAa22T.seq				188_C_10 441_F_3
	28.E1_9_6_95.seq			WC15.2	178_D_6 317_E_10 421_B_5 439_G_11 440_H_7 451_F_1 454_G_11
	MHAa67b9.seq			WC5.54	117_H_8 212_A_12 306_C_2 406_D_1
	MHAa85d6.seq			WC3.28	125_D_7 127_B_4 158_H_9 274_C_1 304_C_9 360_D_7 457_H_4
	07.MHAa52e7.seq				160_A_10 397_F_12 88_G_5
	28.MHAa63c4.seq			WC3.36	149_A_9 199_D_5 288_F_3 307_D_5 341_A_8 343_B_2 384_A_1 433_C_1
	42.MHAa58d6.seq				183_C_1 361_H_4 391_A_9 395_H_6 403_E_10 411_G_1
	42.MHAa92h6.seq				134_E_5 162_C_6 415_F_4
	mHAa21f9.seq			WC12.16	113_G_5 147_B_1 162_F_9 177_G_5 199_G_1 282_A_12 313_A_8 319_A_9 321_E_6 321_E_7 321_H_4 352_E_6 396_C_2 411_D_1 420_H_7 423_H_9 428_H_9 439_C_2 449_D_6
	MHAa97a7.seq			WC2.57	121_G_12 187_B_5 297_F_6
	24.MHAa58b12.seq			WC1.60	193_F_6 203_H_9 283_E_12 377_A_5 385_C_10 396_E_5 397_C_6 448_A_8
	12.mHAa9f12.seq				148_D_12
	38.MHAa10h2.seq			WC4.34	115_A_10 132_E_5 168_A_6 273_F_2 403_F_9 406_F_10
	28.MHAa65T_M13Rev.seq			WC1.46	110_G_6 342_H_6 350_E_12 350_G_6 392_H_4 445_A_1 464_F_4
	41.MHAa63d5.seq			WC6.38	297_B_3 389_A_6 435_H_5 457_B_11
	40.MHAa96d4.seq			WC3.22	151_E_3 298_E_7 403_C_1
	31.MHAa98g7.seq				131_C_9 180_A_11 302_G_4 434_H_11 456_C_2
	MHAa64d3.seq			WC9.5	126_C_4 140_F_11 179_H_2 313_H_3
	MHAa74a5.seq				125_C_3 273_B_6 290_E_8 376_E_4
	17.MHAa75b5.seq			WC16.6	116_H_1 135_A_8 198_C_1 309_E_11 324_E_4 437_B_11 439_A_11 440_C_4 457_G_4
	38.MHAa52h2.seq			WC15.33	136_E_2 168_G_1 291_B_7 312_C_2 331_C_7 331_C_9 331_G_7 333_B_2 343_C_11 388_D_3 388_D_9 393_D_9 393_E_3 393_E_5 417_G_6
	10.MHAa93e10.seq				312_H_1 406_A_9 411_E_6 457_H_5
	11.MHAa55e11.seq				277_E_9 312_F_10 380_E_1 388_G_1 429_G_9 435_A_12 452_H_3
	MHAa84b2.seq				127_G_1 144_B_2 172_D_6 193_B_3 240_E_3 306_E_1 312_E_12 325_H_11
	25.MHAa91g1.seq				116_B_11 124_F_9 198_G_2 281_D_6 310_A_4 313_B_11 350_F_11 391_B_11 393_C_10 433_B_10
	MHAa21b2.seq			WC12.16	177_G_5 185_D_6 396_A_8 439_D_11 449_D_6
	MT2032				166_H_9 286_B_1 435_B_11
	02.MHAa89e2.seq			WC13.29	115_E_2 152_B_6 162_E_11 168_A_3 356_D_9 377_E_4
	MHAa21a4.seq			WC7.31	121_A_2 136_D_7 165_E_3 187_B_8 299_C_1 305_G_6 316_A_10 324_H_10 325_F_4 361_G_9 362_F_12 411_B_1 411_C_7 440_H_11 442_C_8 444_D_9 448_E_5 455_D_3
	mHAa21g1.seq			WC12.29	125_C_12 126_A_11 198_G_6 255_A_1 304_B_7 324_A_12
	12.mhaa80e.seq				303_E_2 348_E_1 357_D_8 411_D_6 417_A_3
	MHAa53a2.seq				150_C_12 179_F_9 324_C_10 436_D_6 457_F_2
	MHAa13b4.seq			WC13.14	117_A_1 167_G_6 334_D_11 350_C_1 390_E_4 396_H_4 420_E_9
	MHAa21c4.seq			WC1.14	217_D_12 334_E_10 382_F_4
	MHAa84g1.seq			WC13.26	141_D_12 185_F_12 397_D_9
	MHAa52c2.seq			WC5.19	266_A_2 282_G_3 428_E_11
	MHAa74a3.seq			WC5.16	132_B_1 166_C_9 184_C_12 213_D_9 223_E_6 223_G_6 255_E_6 255_G_2 323_E_9 381_A_5 452_G_5 465_B_10
	MHAa82b3.seq			WC6.44	132_A_10 133_B_7 150_H_6 166_D_2 180_F_2 185_A_2 193_B_1 359_H_4 387_F_9 388_H_3 431_E_1
	36.mHAa3f12.seq				163_F_11 165_H_12 169_D_8 188_E_2 459_B_4
	23.MHAa59b11.seq				148_B_2
	MT2114			WC12.16	129_F_6 151_F_12 156_B_9 388_E_12 395_H_8 396_A_3 396_C_2 439_D_2 446_E_2
	MHAa67c5.seq			WC2.45	133_E_1 140_A_11 148_G_5 148_H_2 378_A_5 410_E_12 411_A_9 418_G_9 435_D_5 444_D_5
	37.MHAa91h1.seq			WC14.34	161_B_1 217_A_5 319_F_6 350_C_3 390_A_10 403_E_4 414_H_10 415_B_1 446_F_9 459_E_7 462_D_8
	37.MHAa59d1.seq			WC13.45	140_E_9 187_D_1 345_B_11 345_C_1 87_F_11
	MHAa97e2.seq				378_F_5 405_A_6 406_B_12 416_G_12 420_H_8
	A1133				133_G_7 185_A_5 436_H_10 439_D_10
	29.MHAa92c5.seq			WC5.16	148_F_4 168_D_10 169_B_5 350_F_11 390_E_11
	MHAa59h11.seq				162_A_8 321_B_9 386_E_9 418_B_12
	MHAa21a10.seq			WC13.42	124_C_3 137_D_11 172_D_9 180_H_5 285_A_7 308_E_6 319_C_9 346_C_1 386_H_6 442_F_2 443_H_1
	MHAa21d5.seq				118_G_10 147_A_12 184_C_5 187_E_2 310_D_7 330_A_12
	27.MHAa58c3.seq			WC12.20	147_A_12 172_C_2 187_A_3 187_B_3 187_G_3 212_G_10 346_E_2 375_G_10 458_B_6
	14.MHAa89f2.seq				127_D_8 133_D_4 156_D_7 188_C_6 393_D_6
	28.MHAa58c4.seq			WC19.8	114_G_2 115_G_9 124_E_9 134_A_7 166_E_3 388_F_1 392_H_4 405_D_3
	10.MMHAP28FLD1.seq			WC10.32	333_G_3 350_E_4 375_F_1
	MHAa34e9.seq			WC6.20	117_G_12 173_H_5 179_E_6 293_H_4 382_F_11 414_H_7 418_D_5
