Locus	Assay	Chrom	Genetic Position	Contig	Yacs
	31.MMHAP28FRC10.seq			WC10.34	119_A_4 137_C_8 153_G_10 325_D_5 360_F_12 406_B_10
	14.MHAa63f2.seq			WC1.64	124_C_3 125_G_8 134_G_9 151_B_7 156_E_7 180_H_5 391_A_9 406_B_1
	16.MHAa22T.seq				151_E_3 279_E_7 392_E_5
	23.MHAa81T_M13Rev.seq				166_H_8 299_H_5 319_F_5 319_F_6 416_C_6 456_H_7 465_E_8
	14.MMHAP27FRE8.seq			WC8.12	123_D_9 123_H_1 148_B_8 183_G_4 274_A_3 308_C_8 311_B_1 443_A_12 465_B_6
	MHAa31c2.seq			WC2.70	126_C_8 171_C_9 200_H_8 239_D_10 384_F_1 391_C_10 450_H_7
	01.MMHAP12FLA1.seq			WC16.10	127_G_4 147_A_3 158_G_6 185_D_12 279_D_5 289_G_11 313_D_10 356_A_9 388_F_11 433_C_7
	30.MHAa22T.seq				188_C_10 441_F_3
	L77247				127_H_11 129_A_11 133_B_9 134_A_9 218_D_6 311_B_11 348_D_2 454_B_3 457_E_12 87_G_1
	14.MHAa62T.seq			WC18.19	177_F_5 179_H_10 240_E_3 405_C_4
	R74862				300_F_1 345_E_8 380_D_2 408_A_5 443_H_4
	25.MMHAP25FRA10.seq			WC16.18	140_G_6 171_C_6 313_E_12 361_B_11 361_C_9 428_D_1 443_H_10
	MHAa31c11.seq			WC2.58	199_E_7 361_F_8 387_C_8 391_D_1 391_D_2 393_F_1 419_H_5 450_H_3
	D31951			WC13.12	121_E_12 151_E_1 158_H_1 187_C_11 331_B_12
	Results_ER_8_28_95_2_20.seq			WC9.34	168_B_3 452_F_10
	MHAa85g5.seq			WC4.8	140_G_12 188_A_11 299_E_5 392_H_11 398_E_3 408_C_4
	22.MMHAP31FLH1.seq				139_C_8
	MHAa84g2.seq			WC17.21	167_G_1 266_G_1 291_A_8 311_D_2 330_B_8
	MHAa67g1.seq			WC14.39	171_F_7 215_B_10 319_F_6 344_G_12 387_A_6 396_B_10 403_E_4 424_G_1 427_G_1
	Results_ER_8_28_95_2_37.seq			WC3.45	416_E_8 418_H_9 439_B_5 455_D_8
	MHAa59d11.seq			WC1.39	133_D_11 282_H_11 282_H_12 312_C_1 324_F_7 345_H_12 398_A_8 435_A_10 464_B_12
	MHAa75f11.seq				121_C_3 163_B_8 165_C_3 397_A_5
	MDB0447			WC10.25	126_G_4 152_G_5 185_B_8 302_A_1 386_B_11
	40.MHAa91h4.seq			WC3.45	127_C_3 129_F_4 137_G_6 156_H_4 172_H_3 179_E_10 306_G_11 331_D_4 393_D_7
	U04541			WC3.28	187_F_11 200_A_5 288_D_11 289_H_3 295_C_5 362_F_11 376_E_7 431_F_7 434_C_3 440_E_2
	30.MHAa52g6.seq			WC17.16	152_G_10 188_F_2
	43.MMHAP25FRG10.seq			WC2.10	316_C_2 438_E_12 439_G_7
	07.MHAa43c7.seq				395_D_9 415_D_5
	D28132				179_F_3 187_H_3 326_F_1 426_E_5 427_G_3 430_C_3
	R75468			WC15.35	139_D_1
	29.MMHAP31FLB5.seq				240_H_7 393_H_4
	MHAa52b4.seq			WC6.1	178_C_12 311_H_6 322_B_10 322_B_8 405_C_10 439_F_2 442_H_3 456_H_9
	31.MMHAP22FRC10.seq			WC2.56	122_E_3 138_C_9 360_C_3 416_E_5
	36.MHAa66c12.seq				113_D_8 411_B_1 419_H_4 454_E_9 464_B_8 88_C_6
	MTH864			WC9.25	119_G_9 286_A_8 391_G_6 396_H_8 406_H_5 420_C_6 420_F_5
	MHAa67c2.seq				171_D_12 362_B_10 389_E_10 408_E_9 459_G_6
	D18334			WC12.15	126_A_8 140_A_6 150_H_8 266_A_2 386_A_11 406_D_8 406_E_8
	27.MMHAP28FRA12.seq				120_C_7 170_F_12 240_E_6 240_G_1 385_B_8 436_B_3 450_B_12 455_A_1 464_B_4
	MHAa87g12.seq			WC16.40	135_H_10 149_G_4 179_E_9 198_H_1 292_A_10 414_G_9 454_A_12 463_A_8
	12.MHAa10e12.seq				123_B_3
	M15131			WC2.49	121_D_7 124_C_3 156_H_2 165_G_5 326_H_2 376_F_3 442_A_9 458_F_11
	04.MHAa98e4.seq			WC3.12	156_E_6 177_A_9 211_G_5 218_D_9
	MHAa54b1.seq			WC4.23	170_E_5 203_F_5 288_E_5 376_E_8 436_A_4
	MTH2553				309_E_5 386_H_10 390_D_12
	15.MHAa90b3.seq				149_B_5 290_G_1 452_A_8
	M21531				126_A_2 167_F_2 171_F_1 313_F_5 317_C_1 439_G_1
	A1086			WC5.46	392_A_1
	X84692			WC2.14	160_H_12 160_H_8 311_B_9 341_H_3 350_E_4 350_G_1 352_H_1 395_D_10 396_C_3
	D19228			WC16.8	163_H_11 167_C_3 299_E_7 326_H_2 447_H_11
	42.MHAa64h6.seq			WC15.0	110_H_8 144_E_3 171_B_6 283_D_10 283_D_11 359_F_11 419_C_1
	MHAa67c6.seq			WC6.36	177_F_9 256_E_1 335_B_7 410_C_7 416_F_10 435_B_2
	41.MHAa92h5.seq				255_G_2 313_H_2
	S80989				113_F_3 152_B_7 166_G_5 167_G_6 179_E_7 184_A_8 212_G_5 286_F_1 323_F_8 344_F_11 361_C_10 386_E_1 447_H_10 449_H_8
	26.mHAa8b2.seq			WC12.6	131_D_12 171_D_6 308_G_2 393_G_12
	M70641				305_D_10 319_A_7 451_B_8 458_F_3
	MHAa28c1.seq			WC4.24	148_B_10 165_E_9 308_D_7 433_F_2
	21.MHAa55f9.seq				139_B_2
	X93038				113_H_9 137_H_11 181_D_3 193_B_10 193_C_10 309_G_9 325_H_5 435_D_5-f
	M62541				134_E_5 162_C_6 415_F_4 465_C_7
	36.MMHAP25FRD12.seq			WC4.46	141_E_5 153_H_12 187_E_6 289_E_10 306_G_5 320_D_8 416_E_11 458_B_2
	MHAa35b5.seq			WC3.21	402_C_12 417_E_7 456_B_4
	45.MHAa52h9.seq			WC16.8	115_G_9 125_H_4 131_C_11 131_F_5 240_E_10 240_E_7 346_G_11 387_F_10 416_H_5 443_F_10
	MHAa8f10.seq			WC8.21	133_A_3 153_D_6 188_C_10 309_H_3 432_H_2
	MHAa67c10.seq			WC11.18	114_D_10 117_A_10 138_G_7 164_B_2 164_B_4 348_B_12
	47.MMHAP10FRH11.seq				137_F_4 321_B_4 376_G_2 451_F_8
	MHAa59h11.seq				162_A_8 321_B_9 386_E_9 418_B_12
	23.MHAa43d11.seq			WCX.24	126_F_2 153_B_1 171_F_10 212_B_11 387_B_8
	MHAa59b10.seq			WC13.23	185_E_1 306_E_12 351_F_2 384_F_3 463_D_6
	T25635			WC13.38	168_E_7 218_C_10 285_D_7 346_C_5 346_D_6 378_G_10 387_F_4 88_B_4
	36.mHAa3f12.seq				163_F_11 165_H_12 169_D_8 188_E_2 459_B_4
	MHAa21a4.seq			WC17.29	121_A_2 136_D_7 165_E_3 187_B_8 299_C_1 305_G_6 316_A_10 324_H_10 325_F_4 361_G_9 362_F_12 411_B_1 411_C_7 440_H_11 442_C_8 444_D_9 448_E_5 455_D_3
	27.mHAa3f3.seq			WCX.43	183_C_10 184_A_4 359_B_3 456_E_10 460_D_11
	MHAa67e1.seq			WC9.14	127_C_1 167_F_5 345_B_7
	29.MMHAP14FLB5.seq			WC9.10	255_B_9 389_G_9 458_B_2
	MHAa67a6.seq			WC7.17	131_B_1 333_G_7 382_B_5 396_G_3 417_G_4 458_G_6
	MHAa83c6.seq				148_E_4
	MHAa70h6.seq			WC5.14	171_E_10 181_H_6 348_B_9 390_D_5 397_B_4 459_G_7 464_B_7
	MTH1019			WC1.8	156_H_1 167_E_12 307_E_1 391_G_9 393_C_12 441_C_12
	36.MMHAP25FLD6.seq			WC19.11	138_D_6 239_C_10 285_H_6 414_B_12 424_F_3 427_F_3 437_A_4
	17.MMHAP28FLF2.seq			WC9.19	214_D_8 382_G_5 458_A_7
	M84524				118_A_4 187_D_6
	MHAa97d5.seq			WC2.16	308_F_5 341_F_2 414_B_2 421_G_12
	Z23143			WC3.45	113_A_3 164_D_8 292_A_9 350_A_8 362_F_7 418_H_9 454_G_1 459_C_1
	M64404			WC2.4	160_E_8 160_F_1 167_H_7 188_C_6 200_E_5 213_C_8 323_H_7 324_A_7 331_H_5 334_D_9 389_E_9 390_D_3
	MDB0158			WC11.15	150_D_4 178_A_5 184_B_10 317_C_4 317_C_5 377_F_9 421_G_7 448_A_10
	U41465			WC16.10	127_G_4 147_A_3 185_D_12 203_A_3 279_D_5 289_G_11 313_D_10 356_A_9 388_F_11 433_C_7 459_H_10
	16.MMHAP23FRF7.seq			WC1.3	199_C_11 350_C_2 392_A_7 443_D_3
	U12791			WC3.29	131_H_12 140_E_6 292_F_3 427_F_5
	04.MMHAP31FLB1.seq			WC9.6	132_E_3 171_G_11 179_H_2 199_A_2 313_H_3 384_H_2
	U51037			WC1.56	149_E_12 292_C_5 293_G_4 332_G_4 362_B_3 390_H_4 439_A_10 439_B_9 450_E_2
	mHAa21f12.seq				395_E_7 398_A_8 415_D_5 450_D_5 450_E_4
	X61147			WC4.11	123_E_9 285_A_11 360_G_4 405_F_8-f 434_A_10
	30.MMHAP12FRB12.seq			WC19.21	113_D_10 124_E_8 168_C_5 256_C_8 351_B_4 376_H_2 382_E_3 389_C_11 403_B_3 458_E_3
	M21050			WC10.43	132_G_8 160_D_4 171_C_5 185_H_5 320_H_1 346_C_3 389_A_1-f 389_D_5 442_A_4
	MHAa81g1.seq				203_A_11 403_B_4 406_A_7 410_G_11
	MHAa87g2.seq				134_F_10 299_E_6 433_D_3
	D50417			WC12.22	200_B_8 214_A_2 437_F_4
	U46463			WC1.30	160_A_9 184_H_8 188_D_4 217_D_9 313_D_4 346_E_4 456_A_5
	U53591				331_G_4 420_G_6 433_G_2
	23.MMHAP34FRH8.seq			WC19.2	116_H_1 132_C_3 138_D_11 167_G_11 187_H_4 382_B_12 420_A_3 436_C_5 449_B_8 452_C_9 457_F_10 463_B_12
	43.MMHAP24FRG10.seq			WC8.43	166_G_11 402_D_1 462_F_11
	R74871				240_A_9 256_B_6 441_F_11
	23.MMHAP27FRH8.seq			WC8.30	125_C_2 165_F_6 290_A_4 331_F_1 344_A_1 420_A_3
	Results_ER_8_28_95_2_26.seq				121_H_9 357_B_4 405_D_5
	MHAa34h10.seq			WC7.40	119_A_1 134_E_5 153_H_6 390_C_5 433_F_1 442_E_7 462_F_11
	42.MMHAP12FLF6.seq			WC17.6	341_E_5 465_E_10
	09.MMHAP28FRC9.seq				138_G_7 382_E_4 448_D_4
	U34883			WC15.44	113_E_1 120_C_2 131_E_6 153_A_5 168_G_11 170_A_5 282_D_10 450_D_2 456_F_5 461_D_6
	Z12297			WC11.31	153_B_1 160_E_5 278_F_8 317_D_6 435_C_8
	18.MMHAP26FRF9.seq			WC12.2	121_B_3 379_E_4 464_B_11
	30.MMHAP28FRB12.seq			WC6.45	304_G_10 309_E_7 356_H_4 379_G_8 382_H_1 459_H_6
	MDB0618			WC18.3	116_H_1 121_B_7 152_A_2 152_H_4 153_G_4 298_B_4 316_A_12 332_C_10 333_F_1 348_C_2 462_E_5
	10.MMHAP11FLD1.seq				123_H_2 179_B_2 187_A_12 273_D_6 309_H_10 335_F_5 357_H_9 358_E_6 386_C_9 389_F_5 391_E_5 393_F_5 405_H_5 409_H_9
	14.MMHAP29FRE8.seq				405_H_4
	26.MHAa92c2.seq			WC10.3	147_B_1 255_D_1 282_H_7 360_H_5 361_B_5 379_H_2 403_E_6 437_H_1 451_F_3 455_A_11
	R74877				380_F_6
	10.MHAa79T.seq			WC12.28	121_B_6 128_F_5 165_C_4 170_D_10 187_F_9 200_D_7 212_B_3 212_F_6 274_D_6 298_D_10 323_E_3 331_H_9 334_D_7 380_E_8 381_F_8 386_D_6 391_E_2 403_G_9 406_E_10 411_H_3 435_D_8 87_E_3
	D18340				153_F_5 405_E_3
	41.MHAa90d5.seq			WC14.38	129_A_1 215_B_4 459_A_5
	L03547			WC19.21	169_H_3 198_F_1 382_G_3 388_D_2 396_E_9 409_G_3 426_E_4 464_A_3
	D19232			WC3.13	167_E_12 255_D_12 279_D_6 382_E_7 398_C_7 450_C_2 463_A_2
	X96518			WC12.24	163_H_9 341_C_3
	05.MHAa56e5.seq			WC12.28	122_C_2 283_A_11 441_E_8
	MHAa87a1.seq			WC3.43	120_G_2 122_E_12 169_B_1 184_B_6 187_H_7 308_C_4 348_D_11 348_E_7 406_G_9 423_B_8 451_B_8 460_F_5 464_F_12
	44.MMHAP25FLG5.seq				173_A_4 185_C_5 193_G_5 437_B_2 460_E_4
	D18343			WC2.0	158_G_4 181_D_2 307_E_11 331_F_8 375_B_11 415_A_2 452_A_8 460_H_4
	MHAa88f12.seq				125_G_5 141_D_9 163_C_11 188_E_4 303_H_11 411_E_1 426_D_12 460_F_5 464_B_2
	MHAa78h11.seq				153_G_10 438_F_3 447_D_8 463_G_4
	47.MMHAP11FRH11.seq				147_F_1 153_G_1 239_H_4 411_C_6
	U30839			WC13.2	116_A_7 127_A_4 127_G_1 167_B_8 309_E_8 322_B_3 330_H_9 421_A_12 447_B_7 452_B_11
	35.MMHAP27FLD5.seq			WC10.24	212_A_8 279_C_6 405_F_1 442_A_3
	MHAa21b5.seq				119_B_3 150_F_8 156_A_8 168_A_3 317_A_9 391_E_10 449_C_2 449_E_4 454_A_2
	36.MMHAP26FRD12.seq			WC6.33	113_D_5 177_G_5 178_A_11 286_H_7 433_G_12 459_C_9
	MHAa74f11.seq			WC10.20	203_F_9 442_E_10 459_G_5
	29.mHAa8b5.seq				333_D_9
	M68902			WC6.45	164_B_1 426_B_2
	U30464			WC15.39	118_D_2 183_D_3 199_G_5 301_B_2 301_B_5 425_A_8
	22.MMHAP12FRH7.seq			WC11.26	361_H_6 426_A_12 449_H_5 450_B_5 458_D_4
	28.MMHAP22FRB10.seq			WC2.64	120_B_12 419_D_12
	D19236				138_D_2
	07.MHAa59a7.seq			WC12.38	171_C_6 256_E_1 274_A_7 274_B_8 277_E_5 281_D_7 288_B_11 310_H_7 311_A_9 317_D_2 320_E_2 352_A_11 358_E_1 358_H_2 389_E_1 458_F_4 462_H_1
	M13521			WC6.48	123_H_2 158_A_5 179_B_2 187_A_12 199_F_9 305_F_4 309_H_10 335_F_5 358_E_6 389_G_4 391_E_5 405_H_5 409_H_9
	12.MMHAP14FLD3.seq			WC5.52	125_A_5 140_H_7 162_C_10 298_F_1 303_E_10 307_D_7 346_H_4 377_B_11 410_C_12 414_B_1 459_H_3
	MHAa59g9.seq			WC2.26	133_C_12 329_H_4 447_H_9
	19.MHAa93f7.seq				128_C_6 328_G_3 332_B_12 332_B_9 332_C_3 450_G_1
	31.MMHAP12FRC10.seq				122_A_1 138_A_1 144_A_1 160_A_1 167_A_1 223_A_1 285_A_1 296_A_1 317_A_1 321_A_1 344_A_1 388_A_1 388_E_10 405_A_1 439_B_1 446_A_1
	D18346			WC4.59	178_B_3 335_F_12
	U30838			WC14.7	132_E_6 385_F_2 411_F_2 446_A_12
	mHAa28a11.seq				379_H_3 385_H_12 412_G_1 419_F_3 430_G_1
	Sample_03.Seq			WC16.30	126_G_10 132_H_1 148_A_2 168_F_10 181_E_10 289_H_2 419_E_5 444_A_12 444_B_11 464_H_1 465_A_4 465_C_8
	U28726			WC15.17	132_C_6 140_H_1 184_H_8 255_A_1 358_G_4 378_H_1 403_C_4
	MHAa97h8.seq				114_A_2 119_F_8 349_H_11 409_E_10
	L08061			WCX.28	147_B_10 171_A_7 178_E_7 193_B_2 239_A_3 292_B_9 304_G_12 381_F_7 435_F_1 446_E_7
	L41352			WC5.37	171_A_3 177_D_2 360_G_2 408_A_6 451_C_3 458_H_1 464_B_6 464_C_11
	M80360			WC2.2	116_H_11 150_G_2 178_H_8 350_H_5 427_E_1 461_C_6
	MHAa87f8.seq			WC7.33	150_D_10 151_F_5 305_G_6 331_D_3 362_F_1 392_E_7 411_C_7 439_C_12 440_H_11 455_C_12
	12.MHAa43c12.seq				128_A_4 358_B_12 358_C_12 358_C_3 380_E_10 409_A_6
	11.MMHAP27FRD8.seq				158_H_9 386_E_5 387_E_4
	16.MMHAP27FRF7.seq			WC17.1	114_F_7 184_B_6 319_F_2 343_E_11 362_G_12 392_D_8
	MHAa56c10.seq			WCX.36	141_E_1 151_H_2 158_C_11 167_F_12 187_G_4 316_B_2 326_C_9 342_E_9 390_F_6 418_A_7 419_E_8
	02.MMHAP11FRA8.seq			WC16.30	132_H_1 168_F_10 279_B_10 311_G_4 329_A_9 329_B_11 465_C_8
	M95633				135_A_10
	U28724			WC5.55	156_H_7 158_H_9 162_A_12 168_F_12 319_B_9 350_D_9 359_C_11 360_C_10
	L06444			WC11.18	320_E_7 332_A_9 421_F_2
	U10530			WC9.18	126_F_1 152_F_6 158_H_8 218_D_9 281_E_2 381_G_11 441_E_8
	07.MMHAP27FLC1.seq			WC4.19	136_B_2 136_C_2 203_B_3 378_D_9 395_E_4 426_D_12
	MHAa53c11.seq				161_C_4 350_E_8 387_B_6 409_E_1
	46.MMHAP12FLH4.seq			WC18.16	172_D_3 188_C_10 223_E_1 256_H_2 409_C_2 451_B_9
	21.MHAa65T_M13Rev.seq				185_C_9 381_D_6 421_F_6
	M73759			WC14.21	144_A_8 358_C_11 454_D_1 461_B_6
	29.MMHAP23FLB5.seq			WC4.46	132_F_7 141_E_5 289_E_10 350_G_12 417_B_1
	U12029				185_C_5 278_B_9 437_B_2 460_E_4
	X91825			WC3.27	217_F_3 319_D_8 326_C_2 357_G_10 361_G_9
	M58288				125_A_6 137_F_8 140_E_11 170_G_9 286_A_3 439_E_2
	19.MMHAP24FLG1.seq				177_B_11 406_G_2 420_E_2 450_B_2 450_E_7 457_F_1
	29.MHAa27B.seq			WCX.25	356_A_12 376_B_3 377_G_3 430_A_5 439_D_4 444_F_1
	MHAa67b5.seq			WC3.45	412_H_10 416_E_8 418_E_5 455_D_8
	MHAa83d5.seq			WC15.32	151_D_4 163_H_5 312_C_5 359_F_9 439_D_12
	U21226			WC11.20	110_H_11 193_H_3 255_B_3 283_E_3 312_D_11 323_A_7 350_H_7 395_A_3 451_F_9
	MHAa87h6.seq			WC13.4	133_C_4 171_H_5 179_G_11 199_B_2
	M22998				140_F_2 165_A_12 316_C_4 382_A_10 390_B_3 427_F_10
	MHAa54g5.seq			WC4.35	121_D_12 123_G_10 124_E_10 127_B_7 148_D_12 185_B_10 193_B_8 384_C_1 410_B_10 412_F_3 430_H_1
	MHAa38e5.seq			WCX.21	133_A_12 170_C_1 187_F_12 344_B_7 411_E_1 447_B_8
	M74570			WC19.7	144_D_1 165_A_11 452_C_6-f 461_E_7 464_B_2
	L12687			WC11.37	163_F_2 278_A_5 289_D_5 296_B_5 304_B_5 408_G_9
	18.MMHAP11FRF9.seq			WC9.36	126_B_10 126_C_9 144_G_5 362_C_10 362_C_11 419_F_9 437_H_5 460_F_3 87_H_2
	34.MHAa55g10.seq				153_B_4 161_G_1 223_C_5 310_B_7 349_C_8 392_C_1
	45.MMHAP32FLG6.seq			WC15.39	118_D_2 239_H_3 396_A_11 438_E_2 442_F_8 455_B_6
	M63961				139_B_2 342_C_4 462_A_7
	M84373			WC11.29	256_D_5 277_D_6 287_E_7 316_E_2 317_H_7 344_D_5 457_F_12
	M64849			WC15.35	139_D_1 311_H_10 334_D_8 416_A_2 416_H_1 416_H_2 431_D_5 448_B_6
	MHAa87h2.seq			WC5.12	126_B_12 156_G_2 341_F_6 358_C_5 378_H_6 382_H_9
	MHAa97e4.seq			WCX.24	126_F_2 171_F_10 178_E_2 358_D_1 385_D_11
	47.MMHAP23FLH5.seq			WC17.1	131_F_12 149_D_10 385_H_5 441_A_7 461_C_2
	18.MMHAP22FRF9.seq			WC14.31	121_F_7 198_H_4 424_F_1 427_F_1 433_F_9 436_B_2 438_A_6
	MHAa78e6.seq			WC1.13	124_H_6 321_B_4 322_E_4 377_G_6 388_G_12 390_G_8 462_G_4
	U04674			WC11.12	136_A_8 152_A_4 173_E_6 312_E_3 396_F_9 398_F_4 429_H_12 87_G_11
	MHAa33d10.seq			WC15.31	115_B_11 117_D_3 159_G_11 286_E_8 306_H_7 391_E_5 435_B_4 463_G_11
	MHAa35a11.seq			WC4.20	151_G_5 153_F_2 167_F_1 287_F_12 311_E_4 451_B_10
	mHAa24d10.seq			WCX.6	311_G_6 311_G_9 332_C_8 379_F_2 388_D_10 392_H_5 405_G_10 88_H_9
	MHAa67f8.seq			WC18.22	121_B_7 136_C_8 152_H_10 345_A_2 392_A_10 411_F_8 421_B_7 446_H_9 454_G_8 454_H_12
	MHAa34h6.seq			WC16.14	126_H_7 168_A_10 169_C_1 423_D_4
	30.MMHAP27FRB12.seq			WC12.6	114_A_11 129_A_9 144_D_5 156_D_9 188_B_7 240_E_10 279_B_4 279_E_7 286_C_6 289_A_7 289_D_4 308_G_2 323_H_1 324_C_11 328_H_11 397_C_11 421_A_11 455_G_9 460_H_9 463_E_4
	18.MMHAP25FLF3.seq			WC10.21	183_D_4 420_F_10
	47.MHAa90h11.seq				118_D_7 128_B_8 311_H_4
	MHAa47h9.seq				312_F_12 378_F_5 411_A_11 463_E_6
	MHAa88h4.seq			WCX.26	302_G_8 323_A_9 323_B_9 342_A_10 356_G_7 356_H_8 357_B_9 417_B_6 418_E_2 449_E_5
	MHAa81h11.seq				118_E_6 417_H_9 450_H_8
	MHAa67c12.seq			WC9.6	125_H_4 140_F_11 156_D_6 200_A_5 223_A_1 360_C_1 360_D_1
	20.MMHAP25FRG8.seq			WC11.18	117_F_3 188_H_10 277_C_8 282_D_11 288_A_6 335_B_12 356_C_10 362_G_7 414_B_7 465_F_12
	U32329			WC5.15	153_B_8 153_H_12 298_F_8 386_H_10 408_D_1 409_A_9-f 411_B_2
	U52951			WC6.19	187_B_10 288_E_10 298_G_2 311_E_1 442_H_4
	MHAa67e9.seq			WC16.0	120_E_9 153_E_3 193_C_5 376_D_10
	R74960			WC15.39	118_D_2 177_B_3 199_G_5 239_H_3 287_A_6 301_B_2 301_B_5 323_A_1 323_A_2 323_C_1 379_G_12 416_H_11
	Z11574			WC17.23	127_F_6 156_A_7 169_A_9 170_G_6 171_A_4 178_B_11 319_B_2 389_G_4 406_F_4 409_E_12 460_E_4
	26.MMHAP24FLA5.seq			WC17.0	168_D_9 172_B_4 292_A_6 317_D_8 385_E_9 405_B_8 434_E_7 435_A_5
	37.MMHAP14FLE4.seq			WC6.2	149_E_3 163_D_10 173_A_12 180_A_5 211_G_10 287_H_12
	MDB1432			WC9.41	110_C_11 169_C_11 172_B_9 465_F_1
	U53925			WCX.23	137_A_8 193_F_5 316_C_6 375_F_3 431_F_2
	26.MMHAP11FRA11.seq			WC14.34	122_A_7 149_G_1 167_D_1 382_F_12 384_G_9 461_F_8
	B165			WC16.38	139_H_9 144_D_8 148_D_12 183_G_11 286_C_10 307_A_5 317_H_5 408_H_9
	B246				170_C_10 416_E_3 460_C_6 464_G_4
	MHAa82a9.seq			WC6.6	118_A_7 152_G_5 179_E_3 185_D_7 199_F_9 352_H_1 385_G_4 390_A_2 390_C_11 418_A_4
	X91270			WC2.64	120_B_12 184_B_7 289_G_4 350_E_12
	MHAa29c11.seq			WC4.54	150_H_1 274_H_6 382_A_2 402_G_4 420_E_2
	U18119			WC4.50	136_C_5 148_A_2 165_E_1 200_G_1 274_H_8
	B232			WC18.16	117_B_1 256_H_2 326_F_7
	U22493			WC2.47	163_B_3 170_H_5 184_H_1 386_B_2
	MHAa78d7.seq			WC13.33	160_F_8 331_F_9 334_G_7 334_H_4 359_B_4-f 377_G_6 436_B_9 462_G_10
	11.mHAa7h11.seq			WC6.8	330_F_1 378_C_5
	U04673			WC11.7	148_B_10 198_G_9 217_F_2 320_D_9 321_B_7 321_D_7 406_E_9
	MTH1645				307_C_6 307_H_1 316_E_1 384_B_5 459_D_4
	05.MHAa63a5.seq			WC6.28	119_B_2 177_F_6 187_B_8 215_F_9 215_G_8 217_D_3 278_F_5 463_B_5
	13.MHAa58b1.seq				224_H_6 240_F_6 322_A_5
	B249			WC7.10	128_F_3 133_C_2 184_F_7 281_H_6 382_A_1 395_F_11 421_B_8 423_F_6 428_F_6 434_H_11 436_F_1 436_H_10 456_B_3
	22.mHAa3e10.seq			WC2.30	127_H_7 129_E_2
	X81323			WC1.17	121_A_1 168_C_3 348_D_4 454_C_1
	47.MMHAP14FLH5.seq			WC15.32	163_H_5 408_E_8
	MDB1356			WC2.51	177_F_10 313_E_12 352_F_6 360_G_11 398_H_1 398_H_4 447_H_2
	X78542				240_D_4 350_F_7
	41.MMHAP12FRF11.seq			WC4.27	137_A_7 187_B_2 187_C_3 303_C_12 360_C_8 392_F_8 417_C_5
	R74726			WC9.38	178_A_9 187_B_5 187_G_12 187_G_3 212_B_3 295_G_4 316_C_11
	J03962				165_C_6 419_B_12 421_B_12 463_F_10
	37.MMHAP12FRE10.seq			WC19.12	149_B_7 199_A_12 350_D_6 362_B_9 379_A_5 388_E_5 388_H_9 396_E_8 462_H_5
	MHAa87g3.seq			WC3.20	128_G_5 129_D_1 144_G_1 167_D_11 240_D_12 296_H_1 306_B_11 311_E_6 322_H_5 376_H_9 412_G_1 415_E_3 436_D_10 457_E_7 457_F_8
	MHAa85d10.seq			WC2.65	138_E_4
	MHAa53h5.seq				131_A_7
	D19321				167_B_4 172_F_8 185_F_6 187_G_2 288_A_11 301_G_7 313_D_7 359_H_5 430_H_10
	26.MMHAP27FRA11.seq				129_B_6 304_H_2 437_H_10 439_D_9 464_G_6
	MHAa38d5.seq			WC5.37	360_G_2 425_A_12 458_H_1 464_B_6
	MT170			WC3.47	184_D_1 256_H_3 311_H_12 317_A_10 405_A_12 405_G_5 406_A_12 406_B_7 462_F_12
	33.MMHAP31FLC6.seq				134_C_5 215_E_4 273_E_6 391_E_11 391_G_10 391_G_12 435_A_7
	D19322			WCX.23	193_F_5 311_A_11
	X57971			WC4.44	153_H_2 440_C_3
	MHAa52d10.seq			WC2.4	170_A_10 311_B_1 316_C_5 349_B_9 433_F_5
	MHAa87e8.seq				165_A_10 166_G_8 170_H_1 185_G_3 187_D_10 322_B_6 346_G_5 388_C_9
	MHAa28g4.seq			WC19.4	203_C_1 273_E_12
	D19242			WC12.28	124_H_6 128_F_5 200_D_7 213_D_4 223_A_2 298_D_10 320_B_12 320_C_12 391_E_2 403_G_9 417_G_9
	D19323				385_F_2 395_H_4 403_B_5
	D26532			WC16.38	117_D_2 144_B_9 178_D_12 391_B_2 432_E_12
	05.MMHAP12FLB2.seq			WC11.40	134_A_12 156_A_6 173_E_2 389_C_3
	M94583			WC2.49	289_G_3 329_A_1
	X83106			WC6.36	224_H_1 377_E_11
	MHAa28g3.seq			WC1.29	134_D_12 141_E_7 198_F_5 217_A_9 322_A_7 406_D_8 420_D_12 420_H_6 450_F_2 460_B_10
	MHAa54f5.seq			WC2.33	218_E_5 346_H_6 447_E_5 462_A_12
	D19405				132_C_1 167_A_1 168_D_5 273_A_1
	17.MHAa75b5.seq			WC16.8	116_H_1 135_A_8 198_C_1 309_E_11 324_E_4 437_B_11 439_A_11 440_C_4 457_G_4
	Results_Cp_8_25_95_03.seq			WCX.14	150_H_5 325_H_3 361_G_9 391_F_5 391_F_6 446_E_7 465_F_6
	X74983			WC19.1	266_A_2 301_H_9 325_F_3 356_F_6 452_G_7
	X83974				120_H_3 137_E_10 281_A_5 306_E_5 326_D_9 326_H_7 406_F_12 87_G_10
	47.MMHAP20FRH11.seq				118_A_8 193_G_5 380_H_4 433_D_10
	43.MMHAP24FLG4.seq				115_E_11 115_E_12 212_D_1 273_E_6 360_G_10 379_F_3 396_D_11
	X74504			WC16.8	113_D_1 120_A_6 134_H_10 152_C_11 173_E_9 224_H_9 433_H_11 455_H_8 461_A_2
