01.MHAa42e1.seq	WC9.14
D13Mit292	WC13.34
D13Mit293	WC13.34
D13Mit296	WC13.11
D13Mit298	WC13.25
D13Mit3	WC13.7
D13Mit30	WC13.31
D13Mit300	WC13.2
D13Mit301	WC13.2
D13Mit302	WC13.2
D13Mit303	WC13.4
D13Mit304	WC13.6
D13Mit305	WC13.4
D13Mit306	WC13.4
D13Mit307	WC13.10
D13Mit308	WC13.13
D13Mit31	WC13.34
D13Mit310	WC13.20
D13Mit312	WC13.23
D13Mit313	WC13.22
D13Mit316	WC13.31
D13Mit317	WC13.34
D13Mit319	WC13.26
D13Mit32	WC13.34
D13Mit34	WC13.13
D13Mit35	WC13.36
D13Mit36	WC13.31
D13Mit37	WC13.31
D13Mit38	WC13.11
D13Mit39	WC13.19
D13Mit4	WC13.10
D13Mit40	WC13.22
D13Mit41	WC13.23
D13Mit43	WC13.17
D13Mit44	WC13.5
D13Mit47	WC13.31
D13Mit48	WC13.23
D13Mit49	WC13.13
D13Mit5	WC13.13
D13Mit50	WC13.17
D13Mit51	WC13.31
D13Mit52	WC13.17
D13Mit54	WC13.15
D13Mit56	WC13.4
D13Mit57	WC13.4
D13Mit58	WC13.9
D13Mit59	WC13.11
D13Mit60	WC13.10
D13Mit61	WC13.12
D13Mit62	WC13.12
D13Mit63.1	WC13.34
D13Mit64	WC13.13
D13Mit65	WC13.17
D13Mit66	WC13.21
D13Mit68	WC13.22
D13Mit69	WC13.25
D13Mit7	WC13.17
D13Mit70	WC13.31
D13Mit71	WC13.31
D13Mit72	WC13.31
D13Mit74	WC13.31
D13Mit75	WC13.32
D13Mit76	WC13.34
D13Mit77	WC13.35
D13Mit78	WC13.36
D13Mit79	WC13.8
D13Mit81	WC13.8
D13Mit82	WC13.8
D13Mit83	WC13.8
D13Mit84	WC13.9
D13Mit85	WC13.10
D13Mit86	WC13.8
D13Mit87	WC13.11
D13Mit88	WC13.11
D13Mit89	WC13.12
D13Mit9	WC13.24
D13Mit90	WC13.13
D13Mit91	WC13.13
D13Mit92	WC13.13
D13Mit93	WC13.13
D13Mit94	WC13.13
D13Mit96.1	WC13.15
D13Mit97	WC13.22
D13Mit99	WC13.22
D14Mit10	WC14.4
D14Mit101	WC14.15
D14Mit102	WC14.22
D14Mit103	WC14.33
D14Mit104	WC14.35
D14Mit105	WC14.35
D14Mit108	WC14.4
D14Mit11	WC14.4
D14Mit111.3	WC14.8
D14Mit113	WC14.19
D14Mit116	WC14.25
D14Mit117	WC14.31
D14Mit118	WC14.38
D14Mit119	WC14.6
D14Mit120	WC14.12
D14Mit121	WC14.14
D14Mit122	WC14.19
D14Mit123	WC14.22
D14Mit124	WC14.23
D14Mit125	WC14.28
D14Mit126	WC14.6
D14Mit128	WC14.12
D14Mit129	WC14.14
D14Mit13	WC14.9
D14Mit130	WC14.15
D14Mit133	WC14.11
D14Mit134	WC14.14
D14Mit135	WC14.41
D14Mit136	WC14.41
D14Mit137	WC14.6
D14Mit138	WC14.6
D14Mit139.2	WC14.13
D14Mit141	WC14.14
D14Mit142	WC14.18
D14Mit143	WC14.23
D14Mit144	WC14.35
D14Mit147.1	WC14.4
D14Mit149	WC14.12
D14Mit15	WC14.12
D14Mit150	WC14.12
D14Mit153	WC14.19
D14Mit154	WC14.19
D14Mit155	WC14.19
D14Mit156	WC14.19
D14Mit159	WC14.23
D14Mit160	WC14.24
D14Mit161	WC14.29
D14Mit163	WC14.35
D14Mit164	WC14.35
D14Mit166	WC14.36
D14Mit167	WC14.36
D14Mit170	WC14.36
D14Mit171	WC14.5
D14Mit176	WC14.35
D14Mit177	WC14.38
D14Mit18	WC14.14
D14Mit180	WC14.9
D14Mit183	WC14.17
D14Mit184	WC14.27
D14Mit185	WC14.38
D14Mit186	WC14.11
D14Mit188	WC14.12
D14Mit189	WC14.12
D14Mit192	WC14.24
D14Mit193	WC14.24
D14Mit194	WC14.32
D14Mit195	WC14.28
D14Mit196	WC14.35
D14Mit197	WC14.36
D14Mit199	WC14.38
D14Mit200	WC14.39
D14Mit201	WC14.8
D14Mit204	WC14.27
D14Mit205	WC14.36
D14Mit206	WC14.5
D14Mit207	WC14.6
D14Mit208	WC14.6
D14Mit210	WC14.8
D14Mit211	WC14.13
D14Mit212	WC14.13
D14Mit214	WC14.15
D14Mit215	WC14.19
D14Mit216	WC14.23
D14Mit217	WC14.23
D14Mit219	WC14.34
D14Mit220	WC14.4
D14Mit222	WC14.7
D14Mit224	WC14.25
D14Mit225	WC14.25
D14Mit229	WC14.3
D14Mit230	WC14.6
D14Mit233	WC14.17
D14Mit234	WC14.19
D14Mit235	WC14.21
D14Mit236	WC14.23
D14Mit237	WC14.23
D14Mit238	WC14.25
D14Mit239	WC14.25
D14Mit241	WC14.31
D14Mit242	WC14.26
D14Mit246	WC14.13
D14Mit249	WC14.2
D14Mit25	WC14.16
D14Mit250	WC14.3
D14Mit251	WC14.5
D14Mit252	WC14.6
D14Mit254	WC14.12
D14Mit255	WC14.13
D14Mit256	WC14.13
D14Mit257	WC14.13
D14Mit259	WC14.18
D14Mit26	WC14.16
D14Mit261	WC14.19
D14Mit262	WC14.23
D14Mit263	WC14.28
D14Mit266	WC14.41
D14Mit267	WC14.41
D14Mit269	WC14.35
D14Mit27	WC14.16
D14Mit272	WC14.30
D14Mit275	WC14.40
D14Mit28	WC14.23
D14Mit3	WC14.12
D14Mit30	WC14.23
D14Mit31	WC14.21
D14Mit32	WC14.23
D14Mit33	WC14.23
D14Mit34	WC14.24
D14Mit37	WC14.20
D14Mit38	WC14.35
D14Mit39	WC14.23
D14Mit4	WC14.14
D14Mit40	WC14.2
D14Mit42	WC14.37
D14Mit44	WC14.10
D14Mit45	WC14.12
D14Mit48	WC14.1
D14Mit49	WC14.4
D14Mit5	WC14.19
D14Mit50	WC14.5
D14Mit51	WC14.8
D14Mit52	WC14.12
D14Mit53	WC14.12
D14Mit54	WC14.12
D14Mit55	WC14.11
D14Mit56	WC14.13
D14Mit58	WC14.13
D14Mit59	WC14.14
D14Mit6.1	WC14.23
D14Mit60	WC14.14
D14Mit62	WC14.13
D14Mit63	WC14.16
D14Mit64	WC14.19
D14Mit65	WC14.19
D14Mit66	WC14.19
D14Mit67	WC14.24
D14Mit68	WC14.24
D14Mit69	WC14.26
D14Mit7	WC14.34
D14Mit70	WC14.26
D14Mit71	WC14.30
D14Mit72	WC14.33
D14Mit73	WC14.30
D14Mit74	WC14.31
D14Mit76	WC14.38
D14Mit77	WC14.41
D14Mit79	WC14.12
D14Mit8	WC14.35
D14Mit80	WC14.13
D14Mit82	WC14.18
D14Mit83	WC14.19
D14Mit84.2	WC14.19
D14Mit85	WC14.23
D14Mit86	WC14.23
D14Mit87	WC14.23
D14Mit88	WC14.21
D14Mit9	WC14.39
D14Mit91	WC14.26
D14Mit93	WC14.35
D14Mit96	WC14.37
D14Mit97	WC14.40
D14Mit99	WC14.4
D15Mit10	WC15.3
D15Mit100	WC15.19
D15Mit101	WC15.27
D15Mit102	WC15.26
D15Mit103	WC15.26
D15Mit104	WC15.29
D15Mit105	WC15.32
D15Mit108	WC15.36
D15Mit109	WC15.7
D15Mit11	WC15.3
D15Mit110	WC15.11
D15Mit112	WC15.15
D15Mit113	WC15.17
D15Mit115	WC15.22
D15Mit116	WC15.23
D15Mit117	WC15.30
D15Mit118	WC15.33
D15Mit12	WC15.1
D15Mit120	WC15.16
D15Mit121	WC15.23
D15Mit122	WC15.26
D15Mit123	WC15.28
D15Mit126	WC15.13
D15Mit127	WC15.11
D15Mit128	WC15.24
D15Mit129	WC15.6
D15Mit13	WC15.1
D15Mit131	WC15.12
D15Mit132	WC15.22
D15Mit133	WC15.26
D15Mit134	WC15.34
D15Mit136	WC15.12
D15Mit137	WC15.13
D15Mit138	WC15.16
D15Mit14	WC15.37
D15Mit140	WC15.16
D15Mit141	WC15.16
D15Mit142	WC15.16
D15Mit143	WC15.19
D15Mit144	WC15.28
D15Mit145	WC15.29
D15Mit146	WC15.31
D15Mit148	WC15.37
D15Mit15	WC15.38
D15Mit153	WC15.17
D15Mit154	WC15.18
D15Mit156	WC15.29
D15Mit157	WC15.32
D15Mit158	WC15.33
D15Mit159	WC15.35
D15Mit160	WC15.38
D15Mit165	WC15.15
D15Mit166	WC15.18
D15Mit167	WC15.24
D15Mit170	WC15.35
D15Mit171	WC15.36
D15Mit172	WC15.36
D15Mit174	WC15.1
D15Mit176	WC15.4
D15Mit177	WC15.4
D15Mit178	WC15.6
D15Mit179	WC15.5
D15Mit18	WC15.12
D15Mit181	WC15.14
D15Mit183	WC15.20
D15Mit184	WC15.22
D15Mit185	WC15.28
D15Mit186	WC15.29
D15Mit19	WC15.9
D15Mit192	WC15.36
D15Mit193	WC15.37
D15Mit196	WC15.24
D15Mit197	WC15.32
D15Mit199	WC15.5
D15Mit20	WC15.10
D15Mit200	WC15.8
D15Mit201	WC15.12
D15Mit202	WC15.12
D15Mit203	WC15.12
D15Mit204	WC15.13
D15Mit205	WC15.15
D15Mit206	WC15.19
D15Mit207	WC15.24
D15Mit208	WC15.25
D15Mit209	WC15.24
D15Mit21	WC15.12
D15Mit210	WC15.24
D15Mit211	WC15.27
D15Mit212	WC15.28
D15Mit213	WC15.28
D15Mit214	WC15.33
D15Mit215	WC15.34
D15Mit216	WC15.35
D15Mit217	WC15.36
D15Mit218	WC15.37
D15Mit219.1	WC15.38
D15Mit220	WC15.15
D15Mit221	WC15.19
D15Mit222	WC15.33
D15Mit223.1	WC15.36
D15Mit224	WC15.2
D15Mit225	WC15.3
D15Mit226	WC15.8
D15Mit227	WC15.18
D15Mit228	WC15.19
D15Mit229	WC15.19
D15Mit230	WC15.20
D15Mit231	WC15.20
D15Mit232	WC15.21
D15Mit233	WC15.27
D15Mit234	WC15.26
D15Mit235	WC15.32
D15Mit236	WC15.31
D15Mit238	WC15.33
D15Mit24	WC15.19
D15Mit241	WC15.35
D15Mit242	WC15.36
D15Mit243	WC15.36
D15Mit244	WC15.36
D15Mit245	WC15.36
D15Mit248	WC15.2
D15Mit249	WC15.12
D15Mit25	WC15.21
D15Mit251	WC15.7
D15Mit252	WC15.8
D15Mit253	WC15.11
D15Mit254	WC15.15
D15Mit255	WC15.14
D15Mit256	WC15.15
D15Mit258	WC15.31
D15Mit259	WC15.33
D15Mit26.1	WC15.20
D15Mit260	WC15.33
D15Mit262	WC15.35
D15Mit263	WC15.37
D15Mit264	WC15.3
D15Mit265	WC15.5
D15Mit267	WC15.8
D15Mit268	WC15.18
D15Mit27	WC15.24
D15Mit270	WC15.26
D15Mit271	WC15.32
D15Mit272	WC15.36
D15Mit275	WC15.4
D15Mit276	WC15.12
D15Mit281	WC15.36
D15Mit29	WC15.30
D15Mit3	WC15.28
D15Mit30	WC15.31
D15Mit31	WC15.33
D15Mit32	WC15.33
D15Mit33	WC15.34
D15Mit34	WC15.36
D15Mit37	WC15.35
D15Mit38	WC15.12
D15Mit41	WC15.37
D15Mit45	WC15.10
D15Mit46	WC15.24
D15Mit47	WC15.29
D15Mit48	WC15.37
D15Mit49	WC15.15
D15Mit50	WC15.24
D15Mit51	WC15.4
D15Mit52	WC15.8
D15Mit53	WC15.5
D15Mit55	WC15.14
D15Mit56	WC15.15
D15Mit57	WC15.15
D15Mit59	WC15.17
D15Mit6.1	WC15.15
D15Mit60	WC15.18
D15Mit61	WC15.23
D15Mit62	WC15.26
D15Mit64	WC15.26
D15Mit65	WC15.26
D15Mit66	WC15.28
D15Mit67	WC15.29
D15Mit68	WC15.31
D15Mit69	WC15.33
D15Mit71	WC15.33
D15Mit72	WC15.35
D15Mit75	WC15.37
D15Mit77	WC15.37
D15Mit8.2	WC15.14
D15Mit80	WC15.2
D15Mit81	WC15.6
D15Mit82	WC15.12
D15Mit84	WC15.16
D15Mit85	WC15.16
D15Mit86	WC15.16
D15Mit87	WC15.19
D15Mit88	WC15.24
D15Mit9	WC15.11
D15Mit90	WC15.28
D15Mit91	WC15.29
D15Mit92	WC15.29
D15Mit93	WC15.32
D15Mit94	WC15.10
D15Mit95	WC15.33
D15Mit96	WC15.35
D15Mit98	WC15.12
D15Mit99	WC15.12
D16195	WC11.34
D16333	WC10.43
D16Mit1	WC16.8
D16Mit100	WC16.6
D16Mit102	WC16.9
D16Mit103	WC16.12
D16Mit104	WC16.14
D16Mit105	WC16.24
D16Mit107	WC16.2
D16Mit108	WC16.2
D16Mit109	WC16.5
D16Mit11	WC16.14
D16Mit110	WC16.12
D16Mit112	WC16.14
D16Mit114	WC16.26
D16Mit115	WC16.23
D16Mit116	WC16.26
D16Mit117.1	WC16.26
D16Mit119	WC16.32
D16Mit12.2	WC16.15
D16Mit120	WC16.33
D16Mit121	WC16.2
D16Mit122	WC16.2
D16Mit123	WC16.10
D16Mit124.1	WC16.13
D16Mit126	WC16.20
D16Mit128	WC16.32
D16Mit13	WC16.15
D16Mit130	WC16.2
D16Mit131.3	WC16.2
D16Mit133	WC16.10
D16Mit135	WC16.15
D16Mit136	WC16.15
D16Mit137	WC16.17
D16Mit138.1	WC16.20
D16Mit140	WC16.25
D16Mit141.2	WC16.26
D16Mit143	WC16.8
D16Mit144	WC16.8
D16Mit145	WC16.8
D16Mit146.2	WC16.9
D16Mit147	WC16.15
D16Mit15	WC16.19
D16Mit150	WC16.26
D16Mit152	WC16.30
D16Mit153	WC16.31
D16Mit154	WC16.2
D16Mit156	WC16.11
D16Mit157	WC16.18
D16Mit159	WC16.2
D16Mit160	WC16.2
D16Mit161	WC16.5
D16Mit162	WC16.4
D16Mit163	WC16.2
D16Mit164	WC16.3
D16Mit165	WC16.6
D16Mit166	WC16.12
D16Mit167	WC16.14
D16Mit168	WC16.18
D16Mit170	WC16.19
D16Mit172	WC16.23
D16Mit176	WC16.27
D16Mit177	WC16.28
D16Mit178	WC16.29
D16Mit179	WC16.30
D16Mit180	WC16.1
D16Mit181	WC16.2
D16Mit182	WC16.2
D16Mit183	WC16.5
D16Mit184	WC16.21
D16Mit185.2	WC16.25
D16Mit187	WC16.26
D16Mit19	WC16.27
D16Mit190	WC16.30
D16Mit191	WC16.31
D16Mit192.2	WC16.2
D16Mit194	WC16.15
D16Mit195	WC16.15
D16Mit196	WC16.19
D16Mit198	WC16.17
D16Mit199	WC16.21
D16Mit2	WC16.9
D16Mit20	WC16.32
D16Mit201	WC16.23
D16Mit202	WC16.26
D16Mit203	WC16.29
D16Mit208	WC16.8
D16Mit209	WC16.9
D16Mit210	WC16.13
D16Mit211	WC16.14
D16Mit212	WC16.14
D16Mit213	WC16.17
D16Mit214	WC16.19
D16Mit215	WC16.24
D16Mit216	WC16.23
D16Mit217	WC16.27
D16Mit219	WC16.32
D16Mit221	WC16.21
D16Mit222	WC16.24
D16Mit225	WC16.31
D16Mit226	WC16.14
D16Mit227	WC16.31
D16Mit229	WC16.12
D16Mit27	WC16.26
D16Mit28	WC16.8
D16Mit29	WC16.8
D16Mit3	WC16.13
D16Mit32	WC16.1
D16Mit33	WC16.5
D16Mit34	WC16.7
D16Mit35	WC16.8
D16Mit36	WC16.12
D16Mit38.1	WC16.15
D16Mit39	WC16.17
D16Mit4	WC16.14
D16Mit40	WC16.17
D16Mit41	WC16.17
D16Mit42	WC16.19
D16Mit45	WC16.19
D16Mit46	WC16.21
D16Mit48	WC16.25
D16Mit49	WC16.27
D16Mit5	WC16.22
D16Mit50	WC16.27
D16Mit52	WC16.32
D16Mit54	WC16.2
D16Mit55	WC16.2
D16Mit56	WC16.7
D16Mit57	WC16.13
D16Mit58	WC16.12
D16Mit59	WC16.15
D16Mit61	WC16.19
D16Mit62	WC16.19
D16Mit63	WC16.19
D16Mit64	WC16.22
D16Mit65	WC16.26
D16Mit67	WC16.25
D16Mit69	WC16.31
D16Mit7	WC16.30
D16Mit70	WC16.30
D16Mit71	WC16.32
D16Mit72	WC16.2
D16Mit73	WC16.6
D16Mit74.1	WC16.8
D16Mit75	WC16.14
D16Mit76	WC16.24
D16Mit78	WC16.27
D16Mit79	WC16.2
D16Mit8	WC16.2
D16Mit81	WC16.3
D16Mit82	WC16.15
D16Mit83	WC16.17
D16Mit84	WC16.20
D16Mit85	WC16.19
D16Mit86	WC16.32
D16Mit87	WC16.5
D16Mit88	WC16.6
D16Mit89	WC16.13
D16Mit9	WC16.2
D16Mit90	WC16.15
D16Mit91	WC16.19
D16Mit92	WC16.25
D16Mit95	WC16.32
D16Mit97	WC16.16
D16Mit98.2	WC16.9
D16Mit99	WC16.14
D17813	WC7.13
D17837	WC15.30
D17848	WC6.43
D17849	WC1.29
D17861	WC1.44
D17867	WC9.13
D17878	WC9.27
D17884	WC17.9
D17899	WC4.36
D17911	WC7.14
D17914	WC9.37
D17916	WC17.9
D17921	WC11.7
D17925	WC11.26
D17933	WC5.3
D17936	WC5.30
D17945	WC11.32
D17948	WC6.12
D17949	WC15.37
D17950	WC14.14
D17952	WC4.35
D17961	WC15.3
D17962	WC7.11
D17963	WC10.28
D17971	WC16.13
D17973	WC7.10
D17978	WC6.16
D17980	WC16.9
D17986	WC13.23
D17993	WC13.24
D17995	WC12.18
D17999	WC16.9
D17Mit100	WC17.3
D17Mit103	WC17.9
D17Mit104	WC17.10
D17Mit106	WC17.14
D17Mit108	WC17.14
D17Mit109	WC17.14
D17Mit110	WC17.18
D17Mit111	WC17.23
D17Mit114	WC17.2
D17Mit117	WC17.14
D17Mit118	WC17.18
D17Mit119	WC17.20
D17Mit121	WC17.25
D17Mit122	WC17.27
D17Mit123.2	WC17.31
D17Mit124	WC17.11
D17Mit125	WC17.9
D17Mit126	WC17.10
D17Mit127	WC17.24
D17Mit131	WC17.2
D17Mit134	WC17.8
D17Mit135	WC17.8
D17Mit140	WC17.20
D17Mit141	WC17.23
D17Mit142.2	WC17.25
D17Mit143.2	WC17.1
D17Mit148	WC17.10
D17Mit149	WC17.13
D17Mit150	WC17.14
D17Mit151	WC17.18
D17Mit153	WC17.21
D17Mit158.1	WC17.15
D17Mit158.3	WC17.15
D17Mit160	WC17.22
D17Mit161	WC17.23
D17Mit168	WC17.12
D17Mit169	WC17.21
D17Mit170	WC17.1
D17Mit173	WC17.3
D17Mit175	WC17.7
D17Mit18	WC17.1
D17Mit185	WC17.20
D17Mit186	WC17.23
D17Mit187	WC17.25
D17Mit188	WC17.26
D17Mit189	WC17.29
D17Mit190	WC17.29
D17Mit193	WC17.20
D17Mit2	WC17.26
D17Mit203	WC17.14
D17Mit204	WC17.18
D17Mit206	WC17.23
D17Mit207	WC17.26
D17Mit208	WC17.26
D17Mit209	WC17.26
D17Mit211	WC17.29
D17Mit212.2	WC17.29
D17Mit217.3	WC17.19
D17Mit219	WC17.24
D17Mit220	WC17.25
D17Mit221	WC17.30
D17Mit23	WC17.8
D17Mit234	WC17.10
D17Mit241	WC17.23
D17Mit242	WC17.25
D17Mit243	WC17.26
D17Mit244	WC17.30
D17Mit246	WC17.1
D17Mit248	WC17.5
D17Mit251	WC17.14
D17Mit252	WC17.15
D17Mit258	WC17.26
D17Mit259	WC17.2
D17Mit262	WC17.5
D17Mit263	WC17.11
D17Mit27	WC17.2
D17Mit272	WC17.10
D17Mit273	WC17.6
D17Mit3	WC17.20
D17Mit39	WC17.23
D17Mit4	WC17.16
D17Mit41	WC17.28
D17Mit42	WC17.25
D17Mit46	WC17.3
D17Mit56	WC17.29
D17Mit71	WC17.20
D17Mit72	WC17.25
D17Mit73	WC17.26
D17Mit74	WC17.26
D17Mit75	WC17.28
D17Mit76	WC17.29
D17Mit80	WC17.4
D17Mit83.1	WC17.9
D17Mit89	WC17.17
D17Mit90	WC17.18
D17Mit94	WC17.24
D18020	WC16.9
D18026	WC3.24
D18028	WC12.32
D18036	WC2.46
D18044	WC12.26
D18051	WC2.44
D18059	WC3.46
D18061	WC2.28
D18272	WC7.11
D18343	WC2.1
D18346	WC4.59
D18354	WC10.35
D18356	WC6.28
D18369	WC17.12
D18377	WC7.41
D18382	WC5.44
D18389	WC9.35
D18396	WC9.31
D18397	WC3.28
D18402	WC4.59
D18409	WC1.14
D18928	WC18.24
D18941	WC15.35
D18944	WC11.24
D18950	WC13.2
D18977	WC13.10
D18999	WC5.12
D18Mit1	WC18.29
D18Mit10.2	WC18.19
D18Mit103	WC18.24
D18Mit104	WC18.14
D18Mit105	WC18.19
D18Mit107	WC18.24
D18Mit111	WC18.6
D18Mit112	WC18.9
D18Mit113	WC18.14
D18Mit115	WC18.29
D18Mit116	WC18.5
D18Mit118	WC18.11
D18Mit12	WC18.12
D18Mit120	WC18.12
D18Mit121	WC18.20
D18Mit124	WC18.21
D18Mit126	WC18.26
D18Mit127	WC18.27
D18Mit129	WC18.27
D18Mit130	WC18.30
D18Mit131	WC18.29
D18Mit134	WC18.13
D18Mit135	WC18.13
D18Mit136.2	WC18.16
D18Mit137	WC18.18
D18Mit139	WC18.23
D18Mit14	WC18.13
D18Mit140	WC18.23
D18Mit142	WC18.25
D18Mit143	WC18.28
D18Mit144	WC18.29
D18Mit145	WC18.30
D18Mit146	WC18.3
D18Mit148	WC18.14
D18Mit149	WC18.15
D18Mit15	WC18.11
D18Mit151.1	WC18.23
D18Mit152	WC18.23
D18Mit153	WC18.25
D18Mit154	WC18.25
D18Mit155	WC18.28
D18Mit159	WC18.10
D18Mit161	WC18.24
D18Mit162	WC18.25
D18Mit163	WC18.14
D18Mit166	WC18.1
D18Mit169	WC18.4
D18Mit17	WC18.13
D18Mit170	WC18.5
D18Mit171	WC18.5
D18Mit173	WC18.6
D18Mit174	WC18.8
D18Mit176	WC18.9
D18Mit177	WC18.13
D18Mit178	WC18.17
D18Mit179	WC18.17
D18Mit181	WC18.22
D18Mit182	WC18.24
D18Mit183	WC18.24
D18Mit184	WC18.24
D18Mit185	WC18.24
D18Mit187	WC18.25
D18Mit190	WC18.29
D18Mit191	WC18.5
D18Mit192	WC18.3
D18Mit193	WC18.13
D18Mit194	WC18.15
D18Mit196	WC18.30
D18Mit197	WC18.5
D18Mit2	WC18.28
D18Mit200	WC18.9
D18Mit201	WC18.13
D18Mit204	WC18.19
D18Mit206	WC18.24
D18Mit207	WC18.24
D18Mit210	WC18.25
D18Mit212	WC18.27
D18Mit214.2	WC18.29
D18Mit216	WC18.29
D18Mit219	WC18.2
D18Mit224	WC18.7
D18Mit225	WC18.10
D18Mit226	WC18.9
D18Mit227	WC18.13
D18Mit228	WC18.23
D18Mit23	WC18.14
D18Mit230	WC18.5
D18Mit231	WC18.7
D18Mit232	WC18.11
D18Mit234	WC18.10
D18Mit235	WC18.15
D18Mit237	WC18.15
D18Mit238	WC18.21
D18Mit239	WC18.5
D18Mit24	WC18.18
D18Mit28	WC18.22
D18Mit29	WC18.20
D18Mit3	WC18.27
D18Mit30	WC18.4
D18Mit31	WC18.3
D18Mit33	WC18.24
D18Mit35	WC18.15
D18Mit36	WC18.17
D18Mit37	WC18.14
D18Mit40	WC18.24
D18Mit41	WC18.29
D18Mit43	WC18.28
D18Mit44	WC18.27
D18Mit45	WC18.27
D18Mit47	WC18.26
D18Mit48	WC18.25
D18Mit49	WC18.25
D18Mit50	WC18.24
D18Mit51	WC18.23
D18Mit52	WC18.22
D18Mit53	WC18.19
D18Mit54	WC18.19
D18Mit55	WC18.19
D18Mit56	WC18.17
D18Mit57	WC18.17
D18Mit58	WC18.17
D18Mit6	WC18.27
D18Mit60	WC18.9
D18Mit61	WC18.8
D18Mit62	WC18.8
D18Mit63	WC18.9
D18Mit64	WC18.2
D18Mit7	WC18.29
D18Mit70	WC18.11
D18Mit71	WC18.13
D18Mit73	WC18.17
D18Mit76	WC18.19
D18Mit79	WC18.25
D18Mit8	WC18.25
D18Mit80	WC18.25
D18Mit81	WC18.24
D18Mit84	WC18.9
D18Mit86	WC18.10
D18Mit87	WC18.9
D18Mit88	WC18.9
D18Mit90	WC18.20
D18Mit91	WC18.20
D18Mit95	WC18.8
D18Mit97	WC18.9
D18Mit98	WC18.8
D19200	WC13.10
D19201	WC5.10
D19209	WC13.16
D19210	WC3.30
D19214	WC8.11
D19217	WC8.13
D19228	WC16.8
D19242	WC12.26
D19250	WC9.26
D19252	WC2.48
D19270	WC6.39
D19271	WC12.26
D19278	WC2.45
D19286	WC10.32
D19287	WC2.64
D19306	WC7.14
D19321	WC7.32
D19322	WCX.21
D19343	WC11.2
D19344	WC13.5
D19348	WC11.34
D19367	WC1.16
D19373	WC18.24
D19378	WC7.45
D19424	WC11.25
D19428	WC16.12
D19440	WC9.15
D19449	WC5.50
D19Mit1	WC19.21
D19Mit10	WC19.19
D19Mit100	WC19.16
D19Mit101	WC19.14
D19Mit102	WC19.18
D19Mit103	WC19.20
D19Mit104	WC19.21
D19Mit105	WC19.21
D19Mit106	WC19.7
D19Mit111	WC19.6
D19Mit112	WC19.17
D19Mit115	WC19.2
D19Mit117	WC19.8
D19Mit118	WC19.14
D19Mit12	WC19.12
D19Mit122	WC19.20
D19Mit123	WC19.20
D19Mit126	WC19.2
D19Mit128	WC19.4
D19Mit129	WC19.4
D19Mit13	WC19.11
D19Mit130	WC19.6
D19Mit131	WC19.9
D19Mit132	WC19.9
D19Mit133	WC19.12
D19Mit134	WC19.11
D19Mit135	WC19.10
D19Mit136	WC19.21
D19Mit137	WC19.22
D19Mit16	WC19.5
D19Mit17	WC19.18
D19Mit18	WC19.15
D19Mit19	WC19.15
D19Mit2	WC19.20
D19Mit20	WC19.14
D19Mit21	WC19.15
D19Mit22	WC19.2
D19Mit23	WC19.5
D19Mit24	WC19.17
D19Mit25	WC19.20
D19Mit26	WC19.20
D19Mit27	WC19.17
D19Mit28	WC19.3
D19Mit3	WC19.20
D19Mit34	WC19.21
D19Mit35	WC19.21
D19Mit36	WC19.20
D19Mit37	WC19.20
D19Mit39	WC19.9
D19Mit4	WC19.19
D19Mit40	WC19.7
D19Mit41	WC19.6
D19Mit44	WC19.1
D19Mit45	WC19.6
D19Mit47	WC19.9
D19Mit48	WC19.16
D19Mit5	WC19.12
D19Mit50.1	WC19.21
D19Mit52	WC19.3
D19Mit54	WC19.20
D19Mit55	WC19.21
D19Mit57	WC19.9
D19Mit58	WC19.20
D19Mit6	WC19.23
D19Mit60	WC19.5
D19Mit63	WC19.12
D19Mit64	WC19.11
D19Mit65	WC19.14
D19Mit67.2	WC19.17
D19Mit7	WC19.20
D19Mit70	WC19.20
D19Mit71	WC19.22
D19Mit73	WC19.8
D19Mit74	WC19.19
D19Mit78	WC19.1
D19Mit80	WC19.6
D19Mit81	WC19.11
D19Mit82	WC19.14
D19Mit87	WC19.13
D19Mit88	WC19.14
D19Mit9	WC19.19
D19Mit92	WC19.22
D19Mit94	WC19.1
D19Mit96	WC19.6
D19Mit97	WC19.7
D19Mit98	WC19.9
D1Mit1	WC1.3
D1Mit10	WC1.28
D1Mit100	WC1.48
D1Mit102	WC1.51
D1Mit103	WC1.52
D1Mit105	WC1.57
D1Mit11	WC1.31
D1Mit110	WC1.62
D1Mit113	WC1.63
D1Mit114	WC1.63
D1Mit115	WC1.67
D1Mit116	WC1.67
D1Mit117	WC1.71
D1Mit118	WC1.5
D1Mit12	WC1.39
D1Mit120	WC1.8
D1Mit121	WC1.11
D1Mit122.1	WC1.13
D1Mit124	WC1.19
D1Mit125	WC1.20
D1Mit128	WC1.24
D1Mit13	WC1.39
D1Mit130	WC1.23
D1Mit133	WC1.24
D1Mit135	WC1.35
D1Mit136	WC1.34
D1Mit137	WC1.38
D1Mit138.1	WC1.42
D1Mit139	WC1.42
D1Mit142	WC1.56
D1Mit144	WC1.61
D1Mit146	WC1.63
D1Mit148	WC1.63
D1Mit149.1	WC1.64
D1Mit15	WC1.62
D1Mit150	WC1.65
D1Mit151	WC1.68
D1Mit153	WC1.71
D1Mit154	WC1.71
D1Mit155	WC1.71
D1Mit157	WC1.30
D1Mit158	WC1.42
